index,postcode,place_name,state_name,state_code,latitude,longitude,accuracy,geometry,index_right,LGA_CODE25,LGA_NAME25,STE_CODE21,STE_NAME21,AUS_CODE21,AUS_NAME21,AREASQKM,dist_to_LGA (m)
16,2600,Canberra,Australian Capital Territory,ACT,-35.2835,149.1281,4.0,POINT (1550347.6556827796 -3957731.1492380723),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
17,2601,City,Australian Capital Territory,ACT,-35.2813,149.1293,4.0,POINT (1550488.316687683 -3957503.3267863356),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
18,2601,Canberra,Australian Capital Territory,ACT,-35.2835,149.1281,4.0,POINT (1550347.6556827796 -3957731.1492380723),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
19,2601,Acton,Australian Capital Territory,ACT,-35.2777,149.1183,4.0,POINT (1549552.0673261515 -3956973.2316353144),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
20,2601,Black Mountain,Australian Capital Territory,ACT,-35.2772,149.1054,3.0,POINT (1548398.7658988324 -3956761.7362604886),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
21,2602,Downer,Australian Capital Territory,ACT,-35.2446,149.1447,4.0,POINT (1552419.8231281687 -3953646.7494104565),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
22,2602,Hackett,Australian Capital Territory,ACT,-35.2495,149.1635,4.0,POINT (1554038.9076522947 -3954415.208425089),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
23,2602,Watson,Australian Capital Territory,ACT,-35.2381,149.1527,4.0,POINT (1553236.5905074512 -3953027.7885866533),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
24,2602,Lyneham,Australian Capital Territory,ACT,-35.2398,149.1307,4.0,POINT (1551231.1068973339 -3952947.804248594),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
25,2602,O'Connor,Australian Capital Territory,ACT,-35.2564,149.1125,4.0,POINT (1549346.4431920073 -3954556.032103941),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
26,2602,Ainslie,Australian Capital Territory,ACT,-35.2625,149.1437,4.0,POINT (1552063.5606423724 -3955606.847267605),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
27,2602,Dickson,Australian Capital Territory,ACT,-35.2508,149.1393,4.0,POINT (1551841.599398614 -3954264.2804056415),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
28,2603,Red Hill,Australian Capital Territory,ACT,-35.3262,149.1191,4.0,POINT (1548903.7403290067 -3962326.2193754697),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
29,2603,Manuka,Australian Capital Territory,ACT,-35.3126,149.1278,3.0,POINT (1549888.2559411263 -3960933.4818038577),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
30,2603,Griffith,Australian Capital Territory,ACT,-35.3253,149.1371,4.0,POINT (1550535.9513329838 -3962445.418583831),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
31,2603,Forrest,Australian Capital Territory,ACT,-35.315,149.1286,4.0,POINT (1549924.5506208746 -3961207.5866514947),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
32,2604,Narrabundah,Australian Capital Territory,ACT,-35.3357,149.1492,4.0,POINT (1551469.4410692074 -3963737.9808363165),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
33,2604,Causeway,Australian Capital Territory,ACT,-35.3151,149.1512,4.0,POINT (1551955.7882748984 -3961492.964491677),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
34,2604,Kingston,Australian Capital Territory,ACT,-35.3152,149.1466,4.0,POINT (1551540.5645131771 -3961448.108297366),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
35,2605,Hughes,Australian Capital Territory,ACT,-35.3327,149.0949,4.0,POINT (1546630.8692862752 -3962749.104299044),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
36,2605,Garran,Australian Capital Territory,ACT,-35.3421,149.1085,4.0,POINT (1547714.4363413267 -3963949.336398942),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
37,2605,Curtin,Australian Capital Territory,ACT,-35.3246,149.0776,4.0,POINT (1545195.021853081 -3961647.4114834107),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
38,2606,O'Malley,Australian Capital Territory,ACT,-35.3525,149.1128,4.0,POINT (1547946.7216743382 -3965147.086900537),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
39,2606,Lyons,Australian Capital Territory,ACT,-35.3406,149.074,4.0,POINT (1544634.245850261 -3963366.5529942415),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
40,2606,Chifley,Australian Capital Territory,ACT,-35.3534,149.0768,4.0,POINT (1544696.4298277686 -3964810.4958758713),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
41,2606,Woden,Australian Capital Territory,ACT,-35.3481,149.0905,3.0,POINT (1546006.8503929055 -3964392.3588189734),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
42,2606,Phillip,Australian Capital Territory,ACT,-35.3503,149.0915,4.0,POINT (1546064.152586148 -3964646.813962193),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
43,2606,Swinger Hill,Australian Capital Territory,ACT,-35.3481,149.0905,3.0,POINT (1546006.8503929055 -3964392.3588189734),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
44,2607,Isaacs,Australian Capital Territory,ACT,-35.3686,149.1156,4.0,POINT (1547959.4515937038 -3966954.506035653),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
45,2607,Torrens,Australian Capital Territory,ACT,-35.372,149.0877,4.0,POINT (1545400.818117246 -3966991.255623372),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
46,2607,Mawson,Australian Capital Territory,ACT,-35.3634,149.0986,4.0,POINT (1546508.2674655179 -3966175.819776853),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
47,2607,Farrer,Australian Capital Territory,ACT,-35.3767,149.105,4.0,POINT (1546886.3306811496 -3967718.3451667456),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
48,2607,Pearce,Australian Capital Territory,ACT,-35.3622,149.0834,4.0,POINT (1545159.4708325812 -3965859.7128026173),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
49,2608,Civic Square,Australian Capital Territory,ACT,-35.31,149.1933,1.0,POINT (1555818.3491213873 -3961443.200306194),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
50,2609,Pialligo,Australian Capital Territory,ACT,-35.3201,149.207,4.0,POINT (1556899.793991349 -3962722.6904272167),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
51,2609,Canberra Airport,Australian Capital Territory,ACT,-35.3172,149.1753,3.0,POINT (1554092.0843597522 -3962017.2682997044),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
52,2609,Fyshwick,Australian Capital Territory,ACT,-35.3333,149.1667,4.0,POINT (1553078.8515328758 -3963686.2344337027),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
53,2609,Symonston,Australian Capital Territory,ACT,-35.3516,149.1592,4.0,POINT (1552132.0178901448 -3965610.911095221),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
54,2609,Majura,Australian Capital Territory,ACT,-35.2667,149.2,4.0,POINT (1557067.0872642174 -3956754.655877076),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
55,2610,Canberra Bc,Australian Capital Territory,ACT,-35.2778,149.0111,1.0,POINT (1539904.4240571477 -3955688.0668660086),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
56,2610,Canberra Mc,Australian Capital Territory,ACT,-35.2498,149.0591,1.0,POINT (1544638.173822386 -3953182.1692485088),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
57,2611,Stirling,Australian Capital Territory,ACT,-35.3497,149.0493,4.0,POINT (1542278.4126105313 -3964070.6490061344),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
58,2611,Wright,Australian Capital Territory,ACT,-35.3224,149.0346,4.0,POINT (1541359.9728340616 -3960885.5970554315),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
59,2611,Coree,Australian Capital Territory,ACT,-35.2794,148.9194,4.0,POINT (1531628.6503807455 -3954762.043049494),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
60,2611,Uriarra Village,Australian Capital Territory,ACT,-35.3503,149.0155,3.0,POINT (1539230.1295525313 -3963729.11618321),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
61,2611,Holder,Australian Capital Territory,ACT,-35.3344,149.0461,4.0,POINT (1542216.9060176143 -3962346.4518989786),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
62,2611,Stromlo,Australian Capital Territory,ACT,-35.3255,148.9993,4.0,POINT (1538139.0602674684 -3960801.6982634496),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
63,2611,Waramanga,Australian Capital Territory,ACT,-35.353,149.0621,4.0,POINT (1543380.567601136 -3964588.7688694615),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
64,2611,Chapman,Australian Capital Territory,ACT,-35.3562,149.0374,4.0,POINT (1541112.2651229366 -3964643.1193831326),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
65,2611,Weston Creek,Australian Capital Territory,ACT,-35.3333,149.05,4.0,POINT (1542583.924825273 -3962272.349676307),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
66,2611,Mount Stromlo,Australian Capital Territory,ACT,-35.4171,148.7769,3.0,POINT (1516799.1899317864 -3968234.943584209),102,17080,Snowy Valleys,1,New South Wales,AUS,Australia,8958.9215,
67,2611,Weston,Australian Capital Territory,ACT,-35.3358,149.0593,4.0,POINT (1543383.3314362539 -3962660.094162931),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
68,2611,Coombs,Australian Capital Territory,ACT,-35.3163,149.0394,4.0,POINT (1541881.8906361118 -3960271.448183263),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
69,2611,Uriarra,Australian Capital Territory,ACT,-35.4171,148.7769,3.0,POINT (1516799.1899317864 -3968234.943584209),102,17080,Snowy Valleys,1,New South Wales,AUS,Australia,8958.9215,
70,2611,Duffy,Australian Capital Territory,ACT,-35.3346,149.0319,4.0,POINT (1540936.8535357558 -3962197.1404644516),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
71,2611,Fisher,Australian Capital Territory,ACT,-35.3613,149.057,4.0,POINT (1542799.17591926 -3965441.5146479486),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
72,2611,Rivett,Australian Capital Territory,ACT,-35.3471,149.0379,4.0,POINT (1541291.7204567215 -3963646.6384468013),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
73,2612,Campbell,Australian Capital Territory,ACT,-35.2891,149.1538,4.0,POINT (1552576.5613356878 -3958660.216176918),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
74,2612,Turner,Australian Capital Territory,ACT,-35.2688,149.1247,4.0,POINT (1550260.1565688977 -3956070.2856826247),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
75,2612,Reid,Australian Capital Territory,ACT,-35.2858,149.1391,4.0,POINT (1551303.1405908032 -3958118.078239553),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
76,2612,Braddon,Australian Capital Territory,ACT,-35.2708,149.1357,4.0,POINT (1551220.250114293 -3956424.1642615837),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
77,2614,Cook,Australian Capital Territory,ACT,-35.2601,149.0657,4.0,POINT (1545079.7044730547 -3954396.9410847668),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
78,2614,Aranda,Australian Capital Territory,ACT,-35.2582,149.0804,4.0,POINT (1546430.822674425 -3954365.443290101),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
79,2614,Page,Australian Capital Territory,ACT,-35.2386,149.0499,4.0,POINT (1543975.7961928737 -3951836.7818890577),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
80,2614,Hawker,Australian Capital Territory,ACT,-35.2471,149.0367,4.0,POINT (1542661.8953361355 -3952613.990123942),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
81,2614,Scullin,Australian Capital Territory,ACT,-35.2346,149.039,4.0,POINT (1543053.7344843224 -3951264.2996699316),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
82,2614,Jamison Centre,Australian Capital Territory,ACT,-35.2498,149.0591,3.0,POINT (1544638.173822386 -3953182.1692485088),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
83,2614,Weetangera,Australian Capital Territory,ACT,-35.2498,149.0591,3.0,POINT (1544638.173822386 -3953182.1692485088),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
84,2614,Macquarie,Australian Capital Territory,ACT,-35.2513,149.0636,4.0,POINT (1545020.9979015428 -3953401.871352961),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
85,2615,Fraser,Australian Capital Territory,ACT,-35.1917,149.0453,4.0,POINT (1544255.4263799768 -3946612.6471881545),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
86,2615,Spence,Australian Capital Territory,ACT,-35.1987,149.0644,4.0,POINT (1545871.8745845254 -3947615.096668312),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
87,2615,Florey,Australian Capital Territory,ACT,-35.2259,149.05,4.0,POINT (1544172.6914857412 -3950438.471744582),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
88,2615,Holt,Australian Capital Territory,ACT,-35.2244,149.0119,4.0,POINT (1540764.6621150505 -3949813.164837637),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
89,2615,Charnwood,Australian Capital Territory,ACT,-35.2002,149.0341,4.0,POINT (1543121.1101229447 -3947414.0977167534),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
90,2615,Higgins,Australian Capital Territory,ACT,-35.2324,149.0272,4.0,POINT (1542023.9673689443 -3950879.385174009),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
91,2615,Dunlop,Australian Capital Territory,ACT,-35.194,149.0198,4.0,POINT (1541924.9216961109 -3946558.132933574),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
92,2615,Kippax,Australian Capital Territory,ACT,-35.2101,149.034,3.0,POINT (1542965.7633458085 -3948503.9460539897),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
93,2615,Melba,Australian Capital Territory,ACT,-35.2102,149.0541,4.0,POINT (1544774.1511150794 -3948757.8658622373),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
94,2615,Flynn,Australian Capital Territory,ACT,-35.2059,149.0439,4.0,POINT (1543919.315188439 -3948160.683291756),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
95,2615,Latham,Australian Capital Territory,ACT,-35.2165,149.0314,4.0,POINT (1542637.0599975355 -3949177.8637565826),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
96,2615,Macgregor,Australian Capital Territory,ACT,-35.2098,149.011,4.0,POINT (1540899.1522078523 -3948193.288089451),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
97,2615,Kippax Centre,Australian Capital Territory,ACT,-35.2101,149.034,3.0,POINT (1542965.7633458085 -3948503.9460539897),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
98,2616,Belconnen,Australian Capital Territory,ACT,-35.2167,149.0833,4.0,POINT (1547306.983746266 -3949827.5395628577),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
99,2617,Mckellar,Australian Capital Territory,ACT,-35.2175,149.077,4.0,POINT (1546727.9142930068 -3949839.4109663563),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
100,2617,Belconnen,Australian Capital Territory,ACT,-35.2167,149.0833,4.0,POINT (1547306.983746266 -3949827.5395628577),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
101,2617,Evatt,Australian Capital Territory,ACT,-35.2119,149.0689,4.0,POINT (1546081.5841309088 -3949124.2424530643),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
102,2617,Lawson,Australian Capital Territory,ACT,-35.2241,149.0998,4.0,POINT (1548682.725456056 -3950842.923550769),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
103,2617,Giralang,Australian Capital Territory,ACT,-35.2109,149.096,4.0,POINT (1548536.4485856364 -3949342.262694112),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
104,2617,University Of Canberra,Australian Capital Territory,ACT,-35.2498,149.0591,3.0,POINT (1544638.173822386 -3953182.1692485088),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
105,2617,Belconnen DC,Australian Capital Territory,ACT,-35.2199,149.0869,3.0,POINT (1547583.6579009222 -3950223.778677143),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
106,2617,Kaleen,Australian Capital Territory,ACT,-35.2181,149.1052,4.0,POINT (1549257.9202068192 -3950247.2236698447),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
107,2617,Bruce,Australian Capital Territory,ACT,-35.2441,149.0908,4.0,POINT (1547575.8916033905 -3952937.7136899126),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
108,2618,Hall,Australian Capital Territory,ACT,-35.1685,149.0683,4.0,POINT (1546670.4063308274 -3944333.9604120194),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
109,2620,Hume,Australian Capital Territory,ACT,-35.3855,149.1658,4.0,POINT (1552220.67037613 -3969425.0797552685),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
110,2620,Paddys River,Australian Capital Territory,ACT,-35.3914,149.2166,3.0,POINT (1556698.368104027 -3970692.9991593845),94,16490,Queanbeyan-Palerang,1,New South Wales,AUS,Australia,5319.0075,
111,2620,Beard,Australian Capital Territory,ACT,-35.3422,149.2101,4.0,POINT (1556848.6523288048 -3965194.830866762),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
112,2620,Oaks Estate,Australian Capital Territory,ACT,-35.3397,149.2121,4.0,POINT (1557065.8051873092 -3964943.8320853747),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
113,2620,Tharwa,Australian Capital Territory,ACT,-35.5167,149.0667,4.0,POINT (1541371.189425327 -3982674.1217993763),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
114,2620,Kowen,Australian Capital Territory,ACT,-35.3914,149.2166,3.0,POINT (1556698.368104027 -3970692.9991593845),94,16490,Queanbeyan-Palerang,1,New South Wales,AUS,Australia,5319.0075,
115,2900,Greenway,Australian Capital Territory,ACT,-35.4183,149.0666,4.0,POINT (1542818.544447177 -3971836.1448772037),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
116,2900,Tuggeranong,Australian Capital Territory,ACT,-35.4158,149.0649,3.0,POINT (1542702.7813102992 -3971540.2549796565),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
117,2901,Tuggeranong Dc,Australian Capital Territory,ACT,-35.4333,149.15,1.0,POINT (1550089.558641776 -3974497.7367459727),94,16490,Queanbeyan-Palerang,1,New South Wales,AUS,Australia,5319.0075,
118,2902,Kambah,Australian Capital Territory,ACT,-35.3862,149.058,4.0,POINT (1542520.6590443698 -3968196.5157206007),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
119,2902,Kambah Village,Australian Capital Territory,ACT,-35.3862,149.058,3.0,POINT (1542520.6590443698 -3968196.5157206007),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
120,2903,Erindale Centre,Australian Capital Territory,ACT,-35.3998,149.0888,3.0,POINT (1545087.644358036 -3970066.748553179),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
121,2903,Oxley,Australian Capital Territory,ACT,-35.4095,149.0786,4.0,POINT (1544027.225873855 -3971011.8459495683),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
122,2903,Wanniassa,Australian Capital Territory,ACT,-35.3978,149.0909,4.0,POINT (1545306.0298139357 -3969871.854318288),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
123,2904,Fadden,Australian Capital Territory,ACT,-35.405,149.1166,4.0,POINT (1547508.9442481555 -3970975.9774586614),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
124,2904,Monash,Australian Capital Territory,ACT,-35.4158,149.0906,4.0,POINT (1545012.2498296155 -3971850.8252055836),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
125,2904,Gowrie,Australian Capital Territory,ACT,-35.4119,149.109,4.0,POINT (1546723.5541962495 -3971643.9173010564),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
126,2904,Macarthur,Australian Capital Territory,ACT,-35.4089,149.127,4.0,POINT (1548385.635912069 -3971531.5375604895),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
127,2905,Isabella Plains,Australian Capital Territory,ACT,-35.4283,149.088,4.0,POINT (1544593.355763002 -3973196.139089495),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
128,2905,Theodore,Australian Capital Territory,ACT,-35.4496,149.1197,4.0,POINT (1547125.3385652495 -3975925.5601719646),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
129,2905,Gilmore,Australian Capital Territory,ACT,-35.4199,149.1348,4.0,POINT (1548923.1004947382 -3972837.602363619),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
130,2905,Richardson,Australian Capital Territory,ACT,-35.4279,149.1138,4.0,POINT (1546917.4129156342 -3973464.246175574),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
131,2905,Calwell,Australian Capital Territory,ACT,-35.4404,149.1071,4.0,POINT (1546129.970035354 -3974759.8192456164),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
132,2905,Chisholm,Australian Capital Territory,ACT,-35.4125,149.1283,4.0,POINT (1548448.9790129494 -3971943.7941557146),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
133,2905,Bonython,Australian Capital Territory,ACT,-35.4333,149.0782,4.0,POINT (1543638.7552234365 -3973628.3838425153),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133,
